Timestamp,tmobile_download
2024/07/21 00:00:31,21.45
2024/07/21 00:05:31,11.79
2024/07/21 00:10:31,15.53
2024/07/21 00:15:31,20.75
2024/07/21 00:20:31,13.72
2024/07/21 00:25:31,26.99
2024/07/21 00:30:31,17.92
2024/07/21 00:35:30,10.82
2024/07/21 00:40:30,24.41
2024/07/21 00:45:30,32.03
2024/07/21 00:50:29,17.96
2024/07/21 00:55:29,15.69
2024/07/21 01:00:28,-1
2024/07/21 01:05:27,17.81
2024/07/21 01:10:27,20.62
2024/07/21 01:15:27,13.76
2024/07/21 01:20:27,9.96
2024/07/21 01:25:27,28.36
2024/07/21 01:30:27,16.49
2024/07/21 01:35:27,12.53
2024/07/21 01:40:27,20.13
2024/07/21 01:45:27,13.8
2024/07/21 01:50:27,23.38
2024/07/21 01:55:26,-1
2024/07/21 02:00:26,24.3
2024/07/21 02:05:26,18.98
2024/07/21 02:10:25,14.48
2024/07/21 02:15:25,20.02
2024/07/21 02:20:25,16.7
2024/07/21 02:25:25,-1
2024/07/21 02:30:25,20.37
2024/07/21 02:35:25,21.66
2024/07/21 02:40:25,26.15
2024/07/21 02:45:25,19.9
2024/07/21 02:50:25,17.88
2024/07/21 02:55:25,24.69
2024/07/21 03:00:25,25.72
2024/07/21 03:05:25,24.96
2024/07/21 03:10:24,24.59
2024/07/21 03:15:23,19.85
2024/07/21 03:20:23,18.22
2024/07/21 03:25:23,22.44
2024/07/21 03:30:23,18.57
2024/07/21 03:35:23,16.32
2024/07/21 03:40:22,15.32
2024/07/21 03:45:22,24.28
2024/07/21 03:50:22,22.35
2024/07/21 03:55:21,20.37
2024/07/21 04:00:21,19.05
2024/07/21 04:05:21,25.37
2024/07/21 04:10:21,23.52
2024/07/21 04:15:21,25.1
2024/07/21 04:20:21,20.83
2024/07/21 04:25:21,19.02
2024/07/21 04:30:21,14.92
2024/07/21 04:35:21,31.04
2024/07/21 04:40:20,22.66
2024/07/21 04:45:20,-1
2024/07/21 04:50:19,-1
2024/07/21 04:55:19,20.55
2024/07/21 05:00:19,19.62
2024/07/21 05:05:19,22.57
2024/07/21 05:10:19,22.21
2024/07/21 05:15:19,20.12
2024/07/21 05:20:19,20.06
2024/07/21 05:25:19,16.65
2024/07/21 05:30:19,20.21
2024/07/21 05:35:19,13.5
2024/07/21 05:40:19,16.57
2024/07/21 05:45:18,17.67
2024/07/21 05:50:17,18.98
2024/07/21 05:55:17,16.64
2024/07/21 06:00:17,24.28
2024/07/21 06:05:16,20.71
2024/07/21 06:10:16,19.09
2024/07/21 06:15:16,22.34
2024/07/21 06:20:16,22.56
2024/07/21 06:25:16,16.25
2024/07/21 06:30:15,25.6
2024/07/21 06:35:15,20.38
2024/07/21 06:40:14,23.05
2024/07/21 06:45:14,23.13
2024/07/21 06:50:14,14.39
2024/07/21 06:55:13,26.2
2024/07/21 07:00:13,22.19
2024/07/21 07:05:13,16.31
2024/07/21 07:10:13,19.79
2024/07/21 07:15:13,17.18
2024/07/21 07:20:13,22.5
2024/07/21 07:25:13,16.01
2024/07/21 07:30:13,21.9
2024/07/21 07:35:13,22.36
2024/07/21 07:40:13,20.52
2024/07/21 07:45:13,12.94
2024/07/21 07:50:13,15.28
2024/07/21 07:55:12,10.58
2024/07/21 08:00:12,13.92
2024/07/21 08:05:12,14.14
2024/07/21 08:10:12,14.6
2024/07/21 08:15:12,18.58
2024/07/21 08:20:12,20.95
2024/07/21 08:25:12,20.43
2024/07/21 08:30:12,21.24
2024/07/21 08:35:12,23.25
2024/07/21 08:40:12,19.5
2024/07/21 08:45:12,19.81
2024/07/21 08:50:12,15.94
2024/07/21 08:55:12,21.76
2024/07/21 09:00:12,22.7
2024/07/21 09:05:11,15.7
2024/07/21 09:10:11,-1
2024/07/21 09:15:11,20.51
2024/07/21 09:20:11,14.9
2024/07/21 09:25:11,18.63
2024/07/21 09:30:11,-1
2024/07/21 09:35:10,18.85
2024/07/21 09:40:10,15.25
2024/07/21 09:45:10,22.8
2024/07/21 09:50:10,18.85
2024/07/21 09:55:09,21.44
2024/07/21 10:00:09,11.26
2024/07/21 10:05:09,21.84
2024/07/21 10:10:09,15.21
2024/07/21 10:15:08,10.17
2024/07/21 10:20:08,13.01
2024/07/21 10:25:08,15.5
2024/07/21 10:30:07,16.37
2024/07/21 10:35:07,11.61
2024/07/21 10:40:06,10.92
2024/07/21 10:45:06,8.99
2024/07/21 10:50:06,15.02
2024/07/21 10:55:05,-1
2024/07/21 11:00:05,14.21
2024/07/21 11:05:05,15.11
2024/07/21 11:10:05,14
2024/07/21 11:15:04,16.13
2024/07/21 11:20:03,9.74
2024/07/21 11:25:03,11.84
2024/07/21 11:30:03,-1
2024/07/21 11:35:03,22.22
2024/07/21 11:40:03,-1
2024/07/21 11:45:02,6.82
2024/07/21 11:50:01,20.08
2024/07/21 11:55:00,11.8
2024/07/21 11:59:59,20.99
2024/07/21 12:04:59,15.47
2024/07/21 12:09:59,13.66
2024/07/21 12:14:59,22.55
2024/07/21 12:19:59,14.54
2024/07/21 12:24:59,19.17
2024/07/21 12:29:58,23.77
2024/07/21 12:34:58,23.69
2024/07/21 12:39:57,12.7
2024/07/21 12:44:57,22.49
2024/07/21 12:49:57,32.58
2024/07/21 12:54:57,18.13
2024/07/21 12:59:57,24.86
2024/07/21 13:04:57,28.51
2024/07/21 13:09:57,16.58
2024/07/21 13:14:57,16.84
2024/07/21 13:19:57,20.77
2024/07/21 13:24:57,26.7
2024/07/21 13:29:56,18.79
2024/07/21 13:34:56,16.3
2024/07/21 13:39:56,16.13
2024/07/21 13:44:56,14.54
2024/07/21 13:49:56,15.01
2024/07/21 13:54:55,-1
2024/07/21 13:59:55,14.18
2024/07/21 14:04:55,19.85
2024/07/21 14:09:55,17.19
2024/07/21 14:14:54,16.7
2024/07/21 14:19:54,14.4
2024/07/21 14:24:54,14.96
2024/07/21 14:29:54,15.03
2024/07/21 14:34:54,23.66
2024/07/21 14:39:54,22.62
2024/07/21 14:44:54,20.03
2024/07/21 14:49:54,24.64
2024/07/21 14:54:54,19.77
2024/07/21 14:59:54,16.14
2024/07/21 15:04:54,25.58
2024/07/21 15:09:54,15.68
2024/07/21 15:14:53,21.54
2024/07/21 15:19:53,26.21
2024/07/21 15:24:53,20.4
2024/07/21 15:29:53,17.12
2024/07/21 15:34:53,24.31
2024/07/21 15:39:53,22.23
2024/07/21 15:44:52,15.53
2024/07/21 15:49:52,18.91
2024/07/21 15:54:52,22.15
2024/07/21 15:59:52,24.38
2024/07/21 16:04:52,23.96
2024/07/21 16:09:52,15.36
2024/07/21 16:14:52,18.31
2024/07/21 16:19:52,18.49
2024/07/21 16:24:52,22.44
2024/07/21 16:29:52,18.07
2024/07/21 16:34:52,10.48
2024/07/21 16:39:52,17.88
2024/07/21 16:44:52,8.78
2024/07/21 16:49:51,-1
2024/07/21 16:54:51,17.77
2024/07/21 16:59:50,17.17
2024/07/21 17:04:50,26.76
2024/07/21 17:09:49,16.96
2024/07/21 17:14:49,20.97
2024/07/21 17:19:49,13.37
2024/07/21 17:24:49,18.34
2024/07/21 17:29:48,12.98
2024/07/21 17:34:47,23.02
2024/07/21 17:39:47,19.16
2024/07/21 17:44:46,27.6
2024/07/21 17:49:46,15.81
2024/07/21 17:54:46,23.51
2024/07/21 17:59:46,23.02
2024/07/21 18:04:46,25.69
2024/07/21 18:09:46,17.96
2024/07/21 18:14:46,25.14
2024/07/21 18:19:46,15.52
2024/07/21 18:24:45,14.55
2024/07/21 18:29:44,19.18
2024/07/21 18:34:43,14.07
2024/07/21 18:39:43,12.21
2024/07/21 18:44:42,17.53
2024/07/21 18:49:42,25.99
2024/07/21 18:54:42,22.86
2024/07/21 18:59:42,26.17
2024/07/21 19:04:42,18.69
2024/07/21 19:09:42,16.1
2024/07/21 19:14:42,18.39
2024/07/21 19:19:42,23.46
2024/07/21 19:24:42,18.71
2024/07/21 19:29:42,20.96
2024/07/21 19:34:42,30.25
2024/07/21 19:39:42,15.71
2024/07/21 19:44:42,24.47
2024/07/21 19:49:42,26.63
2024/07/21 19:54:42,23.67
2024/07/21 19:59:42,11.33
2024/07/21 20:04:42,20.56
2024/07/21 20:09:42,23.34
2024/07/21 20:14:42,16.33
2024/07/21 20:19:41,15.83
2024/07/21 20:24:40,3.01
2024/07/21 20:29:40,18.23
2024/07/21 20:34:40,23.24
2024/07/21 20:39:39,9.01
2024/07/21 20:44:38,23.81
2024/07/21 20:49:38,13.48
2024/07/21 20:54:38,17.3
2024/07/21 20:59:38,16.1
2024/07/21 21:04:38,13.42
2024/07/21 21:09:38,16.01
2024/07/21 21:14:38,11.96
2024/07/21 21:19:38,5.77
2024/07/21 21:24:38,6.47
2024/07/21 21:29:38,8.42
2024/07/21 21:34:38,4.95
2024/07/21 21:39:38,11.93
2024/07/21 21:44:38,18.71
2024/07/21 21:49:38,26.31
2024/07/21 21:54:38,20.04
2024/07/21 21:59:38,18.54
2024/07/21 22:04:37,20.15
2024/07/21 22:09:37,14.12
2024/07/21 22:14:37,1.14
2024/07/21 22:19:37,4.56
2024/07/21 22:24:37,-1
2024/07/21 22:29:37,7.72
2024/07/21 22:34:37,12.89
2024/07/21 22:39:37,13.8
2024/07/21 22:44:36,-1
2024/07/21 22:49:36,17.82
2024/07/21 22:54:36,23.26
2024/07/21 22:59:35,15.53
2024/07/21 23:04:35,24.45
2024/07/21 23:09:35,15.11
2024/07/21 23:14:35,10.51
2024/07/21 23:19:35,16.43
2024/07/21 23:24:34,21.15
2024/07/21 23:29:34,17.59
2024/07/21 23:34:34,18.74
2024/07/21 23:39:34,-1
2024/07/21 23:44:33,10.53
2024/07/21 23:49:33,10.43
2024/07/21 23:54:33,13.1
