Time,Value
2024/09/16 00:04:07,891.64
2024/09/16 00:09:07,874.75
2024/09/16 00:14:07,905.17
2024/09/16 00:19:07,902.48
2024/09/16 00:24:07,540.4
2024/09/16 00:29:07,899.45
2024/09/16 00:34:07,904.27
2024/09/16 00:39:07,896.13
2024/09/16 00:44:07,602.1
2024/09/16 00:49:07,902.77
2024/09/16 00:54:07,884.38
2024/09/16 00:59:07,892.58
2024/09/16 01:04:07,883.92
2024/09/16 01:09:07,395.48
2024/09/16 01:14:07,889.03
2024/09/16 01:19:07,866.78
2024/09/16 01:24:07,120.94
2024/09/16 01:29:07,877.62
2024/09/16 01:34:07,880.42
2024/09/16 01:39:07,876.67
2024/09/16 01:44:07,903.05
2024/09/16 01:49:07,880.49
2024/09/16 01:54:07,897.04
2024/09/16 01:59:07,902.8
2024/09/16 02:04:07,883.07
2024/09/16 02:09:07,895.86
2024/09/16 02:14:07,887.36
2024/09/16 02:19:07,437.01
2024/09/16 02:24:07,885.04
2024/09/16 02:29:07,133.78
2024/09/16 02:34:07,911.31
2024/09/16 02:39:07,883.12
2024/09/16 02:44:07,897.62
2024/09/16 02:49:07,893.1
2024/09/16 02:54:07,891
2024/09/16 02:59:07,888.76
2024/09/16 03:04:07,174.67
2024/09/16 03:09:07,886
2024/09/16 03:14:07,891.93
2024/09/16 03:19:07,877.44
2024/09/16 03:24:07,903.85
2024/09/16 03:29:07,903.77
2024/09/16 03:34:07,648.49
2024/09/16 03:39:07,893.48
2024/09/16 03:44:07,320.27
2024/09/16 03:49:07,515.09
2024/09/16 03:54:07,897.32
2024/09/16 03:59:07,883.46
2024/09/16 04:04:07,903.32
2024/09/16 04:09:07,889.49
2024/09/16 04:14:07,778.86
2024/09/16 04:19:07,887.19
2024/09/16 04:24:07,884.04
2024/09/16 04:29:07,888.05
2024/09/16 04:34:07,845.26
2024/09/16 04:39:07,897.78
2024/09/16 04:44:07,250.04
2024/09/16 04:49:07,890.82
2024/09/16 04:54:07,886.88
2024/09/16 04:59:07,882.62
2024/09/16 05:04:07,886.97
2024/09/16 05:09:07,889.65
2024/09/16 05:14:07,888.97
2024/09/16 05:19:07,890.46
2024/09/16 05:24:07,206.98
2024/09/16 05:29:07,889.18
2024/09/16 05:34:07,880.14
2024/09/16 05:39:07,894.42
2024/09/16 05:44:07,159.45
2024/09/16 05:49:07,879.29
2024/09/16 05:54:07,172.15
2024/09/16 05:59:07,892.25
2024/09/16 06:04:07,889.14
2024/09/16 06:09:07,901.85
2024/09/16 06:14:07,888.83
2024/09/16 06:19:07,862.82
2024/09/16 06:24:07,879.09
2024/09/16 06:29:07,900.45
2024/09/16 06:34:07,890.09
2024/09/16 06:39:07,889.69
2024/09/16 06:44:07,891.17
2024/09/16 06:49:07,885.39
2024/09/16 06:54:07,907.26
2024/09/16 06:59:07,760.56
2024/09/16 07:04:07,902.09
2024/09/16 07:09:07,896.83
2024/09/16 07:14:07,890.57
2024/09/16 07:19:07,890.54
2024/09/16 07:24:06,887.63
2024/09/16 07:29:06,895.9
2024/09/16 07:34:06,207.62
2024/09/16 07:39:06,878.19
2024/09/16 07:44:06,900.78
2024/09/16 07:49:06,886.31
2024/09/16 07:54:06,92.34
2024/09/16 07:59:06,884.7
2024/09/16 08:04:06,893.84
2024/09/16 08:09:06,888.68
2024/09/16 08:14:06,901.25
2024/09/16 08:19:06,875.33
