Timestamp,starlink_download
2024/07/24 00:04:03,89.88
2024/07/24 00:09:03,99.52
2024/07/24 00:14:03,37.06
2024/07/24 00:19:03,71.14
2024/07/24 00:24:03,85.84
2024/07/24 00:29:03,161.7
2024/07/24 00:34:03,78.97
2024/07/24 00:39:03,85.48
2024/07/24 00:44:03,57.08
2024/07/24 00:49:03,97.16
2024/07/24 00:54:03,137.48
2024/07/24 00:59:03,141.99
2024/07/24 01:04:03,156.9
2024/07/24 01:09:03,99.1
2024/07/24 01:14:03,62.86
2024/07/24 01:19:03,89.07
2024/07/24 01:24:03,202.95
2024/07/24 01:29:03,149.06
2024/07/24 01:34:03,144.62
2024/07/24 01:39:03,130.4
2024/07/24 01:44:03,86.76
2024/07/24 01:49:03,153.19
2024/07/24 01:54:02,79.9
2024/07/24 01:59:02,265.49
2024/07/24 02:04:02,94.95
2024/07/24 02:09:02,182.26
2024/07/24 02:14:02,60.57
2024/07/24 02:19:02,119.81
2024/07/24 02:24:02,145.83
2024/07/24 02:29:02,198.97
2024/07/24 02:34:02,179.52
2024/07/24 02:39:02,145.23
2024/07/24 02:44:02,141.53
2024/07/24 02:49:02,130.02
2024/07/24 02:54:02,175.07
2024/07/24 02:59:02,219.62
2024/07/24 03:04:02,267.71
2024/07/24 03:09:02,144.81
2024/07/24 03:14:02,124.19
2024/07/24 03:19:02,147.18
2024/07/24 03:24:02,249.25
2024/07/24 03:29:02,168.98
2024/07/24 03:34:02,164.43
2024/07/24 03:39:02,128.58
2024/07/24 03:44:02,132.57
2024/07/24 03:49:02,74.6
2024/07/24 03:54:02,225.56
2024/07/24 03:59:02,313.25
2024/07/24 04:04:02,216.67
2024/07/24 04:09:02,244.09
2024/07/24 04:14:02,110.19
2024/07/24 04:19:02,183.81
2024/07/24 04:24:02,170.19
2024/07/24 04:29:02,236.07
2024/07/24 04:34:02,205.97
2024/07/24 04:39:02,245.63
2024/07/24 04:44:01,170.79
2024/07/24 04:49:01,244.55
2024/07/24 04:54:01,117.7
2024/07/24 04:59:00,74.51
2024/07/24 05:04:00,112.85
2024/07/24 05:09:00,70.28
2024/07/24 05:14:00,143.12
2024/07/24 05:18:59,184.86
2024/07/24 05:23:58,310.23
2024/07/24 05:28:58,235.58
2024/07/24 05:33:58,210.85
2024/07/24 05:38:58,198.8
2024/07/24 05:43:58,80.53
2024/07/24 05:48:58,227.86
2024/07/24 05:53:58,116.43
2024/07/24 05:58:58,250.95
2024/07/24 06:03:58,28.76
2024/07/24 06:08:58,150.9
2024/07/24 06:13:58,291.41
2024/07/24 06:18:58,320.52
2024/07/24 06:23:58,180.38
2024/07/24 06:28:58,332.81
2024/07/24 06:33:58,192.42
2024/07/24 06:38:58,78.34
2024/07/24 06:43:58,258.65
2024/07/24 06:48:58,130.37
2024/07/24 06:53:58,114.5
2024/07/24 06:58:58,78.51
2024/07/24 07:03:58,265.72
2024/07/24 07:08:58,82.09
2024/07/24 07:13:58,72.76
2024/07/24 07:18:58,118.83
2024/07/24 07:23:58,86.73
2024/07/24 07:28:58,72.35
2024/07/24 07:33:58,323.71
2024/07/24 07:38:58,220.03
2024/07/24 07:43:58,116.15
2024/07/24 07:48:58,97.88
2024/07/24 07:53:58,254.89
2024/07/24 07:58:58,57.4
2024/07/24 08:03:58,117.59
2024/07/24 08:08:58,199.58
2024/07/24 08:13:58,224.23
2024/07/24 08:18:58,162.96
2024/07/24 08:23:58,230.2
2024/07/24 08:28:57,259.46
2024/07/24 08:33:57,38.07
2024/07/24 08:38:57,129.48
2024/07/24 08:43:56,94.01
2024/07/24 08:48:56,114.57
2024/07/24 08:53:56,41.94
2024/07/24 08:58:56,101.3
2024/07/24 09:03:56,94.37
2024/07/24 09:08:56,24.36
2024/07/24 09:13:56,128.05
2024/07/24 09:18:56,28.26
2024/07/24 09:23:56,94.55
2024/07/24 09:28:56,124.68
2024/07/24 09:33:56,64.83
