Timestamp,starlink_download
2024/07/23 06:54:10,102.64
2024/07/23 06:59:10,52.76
2024/07/23 07:04:10,65.12
2024/07/23 07:09:10,229.19
2024/07/23 07:14:10,62
2024/07/23 07:19:10,97
2024/07/23 07:24:10,39.77
2024/07/23 07:29:10,178.15
2024/07/23 07:34:10,86.92
2024/07/23 07:39:10,41.86
2024/07/23 07:44:10,271.34
2024/07/23 07:49:10,36.72
2024/07/23 07:54:10,77.14
2024/07/23 07:59:10,83.83
2024/07/23 08:04:09,40.88
2024/07/23 08:09:09,161.52
2024/07/23 08:14:09,55.18
2024/07/23 08:19:09,80.17
2024/07/23 08:24:09,44.27
2024/07/23 08:29:09,66.55
2024/07/23 08:34:09,58.81
2024/07/23 08:39:09,19.72
2024/07/23 08:44:09,14.25
2024/07/23 08:49:09,21.81
2024/07/23 08:54:09,40.52
2024/07/23 08:59:09,42.12
2024/07/23 09:04:09,69.64
2024/07/23 09:09:09,46.72
2024/07/23 09:14:09,10.84
2024/07/23 09:19:09,139.46
2024/07/23 09:24:09,253.05
2024/07/23 09:29:09,44.48
2024/07/23 09:34:09,78.45
2024/07/23 09:39:09,62.36
2024/07/23 09:44:09,200.25
2024/07/23 09:49:09,71.6
2024/07/23 09:54:09,91.42
2024/07/23 09:59:09,269.75
2024/07/23 10:04:09,101.79
2024/07/23 10:09:09,57.04
2024/07/23 10:14:09,44.32
2024/07/23 10:19:09,91.8
2024/07/23 10:24:09,119.62
2024/07/23 10:29:09,64.55
2024/07/23 10:34:09,113.57
2024/07/23 10:39:09,105.25
2024/07/23 10:44:09,15.81
2024/07/23 10:49:09,56.17
2024/07/23 10:54:09,55.3
2024/07/23 10:59:09,48.24
2024/07/23 11:04:09,203.57
2024/07/23 11:09:09,39.65
2024/07/23 11:14:09,26.83
2024/07/23 11:19:08,68.82
2024/07/23 11:24:08,85.54
2024/07/23 11:29:08,97.5
2024/07/23 11:34:08,55.73
2024/07/23 11:39:08,60.83
2024/07/23 11:44:08,89.02
2024/07/23 11:49:08,88.32
2024/07/23 11:54:08,166.01
2024/07/23 11:59:08,114.46
2024/07/23 12:04:08,85.35
2024/07/23 12:09:08,168.66
2024/07/23 12:14:08,143.33
2024/07/23 12:19:08,35.75
2024/07/23 12:24:08,92.84
2024/07/23 12:29:08,29.95
2024/07/23 12:34:08,83.51
2024/07/23 12:39:07,69.54
2024/07/23 12:44:07,90.75
2024/07/23 12:49:07,142.68
2024/07/23 12:54:07,48.2
2024/07/23 12:59:07,43.67
2024/07/23 13:04:07,136.74
2024/07/23 13:09:07,64.22
2024/07/23 13:14:07,174.61
2024/07/23 13:19:07,81.92
2024/07/23 13:24:07,4.63
2024/07/23 13:29:06,50.69
2024/07/23 13:34:06,52.33
2024/07/23 13:39:06,129.95
2024/07/23 13:44:06,78.78
2024/07/23 13:49:06,72.25
2024/07/23 13:54:06,28.68
2024/07/23 13:59:06,66.37
2024/07/23 14:04:06,48
2024/07/23 14:09:06,146.75
2024/07/23 14:14:05,127.51
2024/07/23 14:19:05,91.46
2024/07/23 14:24:05,87.39
2024/07/23 14:29:05,71.56
2024/07/23 14:34:05,224.86
2024/07/23 14:39:05,38.54
2024/07/23 14:44:05,21.03
2024/07/23 14:49:05,99.46
2024/07/23 14:54:05,59.97
2024/07/23 14:59:05,31.94
2024/07/23 15:04:05,46.35
2024/07/23 15:09:05,91.18
2024/07/23 15:14:05,50.39
2024/07/23 15:19:05,40.33
2024/07/23 15:24:05,244.32
2024/07/23 15:29:05,89.64
2024/07/23 15:34:05,44.11
2024/07/23 15:39:05,72.65
2024/07/23 15:44:05,89.24
2024/07/23 15:49:05,29.3
2024/07/23 15:54:05,25.07
2024/07/23 15:59:05,117.43
2024/07/23 16:04:05,147.67
2024/07/23 16:09:05,57.86
2024/07/23 16:14:05,40.43
2024/07/23 16:19:05,82.11
2024/07/23 16:24:05,35.96
2024/07/23 16:29:05,274.89
2024/07/23 16:34:05,43.77
2024/07/23 16:39:05,157.9
2024/07/23 16:44:05,33.46
2024/07/23 16:49:05,59.52
2024/07/23 16:54:05,338.27
2024/07/23 16:59:05,14.79
2024/07/23 17:04:05,57.23
2024/07/23 17:09:05,103.94
2024/07/23 17:14:05,27.52
2024/07/23 17:19:05,104.2
2024/07/23 17:24:05,189.69
2024/07/23 17:29:05,47.14
2024/07/23 17:34:05,62.5
2024/07/23 17:39:05,71.98
2024/07/23 17:44:05,22.95
2024/07/23 17:49:05,72.9
2024/07/23 17:54:05,76.74
2024/07/23 17:59:05,48.65
2024/07/23 18:04:05,38.17
2024/07/23 18:09:05,25.46
2024/07/23 18:14:05,18.77
2024/07/23 18:19:05,30.28
2024/07/23 18:24:05,96.65
2024/07/23 18:29:05,37.06
2024/07/23 18:34:05,125.66
2024/07/23 18:39:05,44.83
2024/07/23 18:44:05,33.54
2024/07/23 18:49:05,61.04
2024/07/23 18:54:05,35.68
2024/07/23 18:59:05,18.96
2024/07/23 19:04:05,52.85
2024/07/23 19:09:05,179.45
2024/07/23 19:14:05,36.56
2024/07/23 19:19:06,279.49
2024/07/23 19:24:06,203.94
2024/07/23 19:29:06,3.75
2024/07/23 19:34:06,34.02
2024/07/23 19:39:06,85.21
2024/07/23 19:44:06,41.49
2024/07/23 19:49:06,22.07
2024/07/23 19:54:06,7.94
2024/07/23 19:59:06,27.38
2024/07/23 20:04:06,69.96
2024/07/23 20:09:06,17.75
2024/07/23 20:14:06,46.03
2024/07/23 20:19:06,60.24
2024/07/23 20:24:06,8.45
2024/07/23 20:29:06,22.42
2024/07/23 20:34:05,50.05
2024/07/23 20:39:05,168.37
2024/07/23 20:44:05,33.24
2024/07/23 20:49:05,35.17
2024/07/23 20:54:05,-1
2024/07/23 20:59:05,21.98
2024/07/23 21:04:05,22.9
2024/07/23 21:09:05,38.65
2024/07/23 21:14:04,24.83
2024/07/23 21:19:04,25.04
2024/07/23 21:24:04,23.33
2024/07/23 21:29:04,25.06
2024/07/23 21:34:04,43.41
2024/07/23 21:39:04,28.75
2024/07/23 21:44:04,20.27
2024/07/23 21:49:03,31.38
2024/07/23 21:54:03,17.65
2024/07/23 21:59:03,40.41
2024/07/23 22:04:03,31.88
2024/07/23 22:09:03,13.17
2024/07/23 22:14:03,35.78
2024/07/23 22:19:03,30.98
2024/07/23 22:24:03,13.06
2024/07/23 22:29:03,73.92
2024/07/23 22:34:03,34.11
2024/07/23 22:39:03,23.93
2024/07/23 22:44:03,10.81
2024/07/23 22:49:03,24.72
2024/07/23 22:54:03,48.27
2024/07/23 22:59:03,26.32
2024/07/23 23:04:03,24.81
2024/07/23 23:09:03,173.61
2024/07/23 23:14:03,39.32
2024/07/23 23:19:03,46.8
2024/07/23 23:24:03,54.47
2024/07/23 23:29:03,128.05
2024/07/23 23:34:03,32.92
2024/07/23 23:39:03,65.43
2024/07/23 23:44:03,84.42
2024/07/23 23:49:03,42.66
2024/07/23 23:54:03,177.72
2024/07/23 23:59:03,83.77
2024/08/23 00:01:14,152.34
2024/08/23 00:06:14,198.44
2024/08/23 00:11:14,71.79
2024/08/23 00:16:14,20.61
2024/08/23 00:21:14,106.02
2024/08/23 00:26:14,54.29
2024/08/23 00:31:14,116.07
2024/08/23 00:36:14,140.74
2024/08/23 00:41:14,60.07
2024/08/23 00:46:14,153.55
2024/08/23 00:51:14,39.27
2024/08/23 00:56:14,196.59
2024/08/23 01:01:14,102.97
2024/08/23 01:06:14,41.93
2024/08/23 01:11:14,74.2
2024/08/23 01:16:14,140.23
2024/08/23 01:21:14,93.65
2024/08/23 01:26:14,63.34
2024/08/23 01:31:14,167.7
2024/08/23 01:36:14,209.35
2024/08/23 01:41:14,217.27
2024/08/23 01:46:14,88.13
2024/08/23 01:51:14,231.78
2024/08/23 01:56:14,89.57
2024/08/23 02:01:14,134.74
2024/08/23 02:06:14,70.91
2024/08/23 02:11:14,98.19
2024/08/23 02:16:14,189.5
2024/08/23 02:21:14,87.32
2024/08/23 02:26:14,192.86
2024/08/23 02:31:14,152.54
2024/08/23 02:36:14,285.6
2024/08/23 02:41:14,166.62
2024/08/23 02:46:14,-1
2024/08/23 02:51:14,97.64
2024/08/23 02:56:14,224.52
2024/08/23 03:01:14,203.83
2024/08/23 03:06:14,50.11
2024/08/23 03:11:14,97.15
2024/08/23 03:16:14,64.65
2024/08/23 03:21:14,121.91
2024/08/23 03:26:14,100.74
2024/08/23 03:31:14,60.22
2024/08/23 03:36:14,74.99
2024/08/23 03:41:14,128.57
2024/08/23 03:46:14,331.18
2024/08/23 03:51:14,66.76
2024/08/23 03:56:14,142.55
2024/08/23 04:01:14,82.56
2024/08/23 04:06:14,172.49
2024/08/23 04:11:14,137.68
2024/08/23 04:16:14,211.75
2024/08/23 04:21:14,109.78
2024/08/23 04:26:14,154.37
2024/08/23 04:31:14,151.5
2024/08/23 04:36:14,248.94
2024/08/23 04:41:14,201.14
2024/08/23 04:46:14,93.81
2024/08/23 04:51:14,259.62
2024/08/23 04:56:14,269.11
2024/08/23 05:01:14,303.84
2024/08/23 05:06:14,213.54
2024/08/23 05:11:14,209.19
2024/08/23 05:16:14,278.61
2024/08/23 05:21:14,105.68
2024/08/23 05:26:14,152.79
2024/08/23 05:31:14,165.57
2024/08/23 05:36:14,144.48
2024/08/23 05:41:14,46.62
2024/08/23 05:46:14,86.39
2024/08/23 05:51:14,42.45
2024/08/23 05:56:14,89.32
2024/08/23 06:01:14,155.96
2024/08/23 06:06:14,120.07
2024/08/23 06:11:14,145.4
2024/08/23 06:16:14,159.28
2024/08/23 06:21:14,141.47
2024/08/23 06:26:14,129.52
2024/08/23 06:31:14,172.18
2024/08/23 06:36:14,200.59
2024/08/23 06:41:14,56.25
2024/08/23 06:46:14,170.89
2024/08/23 06:51:14,180.75
2024/08/23 06:56:14,114.89
2024/08/23 07:01:14,164.51
2024/08/23 07:06:14,28.18
2024/08/23 07:11:14,242.77
2024/08/23 07:16:14,112.1
2024/08/23 07:21:14,209.69
2024/08/23 07:26:14,24.85
2024/08/23 07:31:14,85.22
2024/08/23 07:36:14,151.69
2024/08/23 07:41:14,73
2024/08/23 07:46:14,290.76
2024/08/23 07:51:14,105.59
2024/08/23 07:56:14,92.44
2024/08/23 08:01:14,158.17
2024/08/23 08:06:14,48.4
2024/08/23 08:11:14,239.29
2024/08/23 08:16:14,214.19
2024/08/23 08:21:14,102.86
2024/08/23 08:26:14,154.3
2024/08/23 08:31:14,39.33
2024/08/23 08:36:14,18.96
2024/08/23 08:41:14,140.41
2024/08/23 08:46:14,253.51
2024/08/23 08:51:14,85.8
2024/08/23 08:56:14,123.7
2024/08/23 09:01:14,144.51
2024/08/23 09:06:14,198.28
2024/08/23 09:11:14,19.08
2024/08/23 09:16:14,92.65
2024/08/23 09:21:14,99.45
2024/08/23 09:26:14,117.31
2024/08/23 09:31:14,82.64
2024/08/23 09:36:14,13.06
2024/08/23 09:41:14,33.71
2024/08/23 09:46:14,69.04
2024/08/23 09:51:14,50.9
2024/08/23 09:56:14,132.41
2024/08/23 10:01:14,175.98
2024/08/23 10:06:14,30.39
2024/08/23 10:11:14,120.79
2024/08/23 10:16:14,106.3
2024/08/23 10:21:14,51.63
2024/08/23 10:26:13,144.47
2024/08/23 10:31:13,44.96
2024/08/23 10:36:13,158.52
2024/08/23 10:41:13,10.46
2024/08/23 10:46:13,120.43
2024/08/23 10:51:13,57.41
2024/08/23 10:56:13,91.9
2024/08/23 11:01:13,157.19
2024/08/23 11:06:12,51.12
2024/08/23 11:11:12,-1
2024/08/23 11:16:12,100.12
2024/08/23 11:21:12,80.91
2024/08/23 11:26:12,12.98
2024/08/23 11:31:12,37.33
2024/08/23 11:36:12,87.02
2024/08/23 11:41:12,97.62
2024/08/23 11:46:12,13.45
2024/08/23 11:51:12,9.29
2024/08/23 11:56:12,51.38
2024/08/23 12:01:12,7.11
2024/08/23 12:06:12,118.6
2024/08/23 12:11:12,61.65
2024/08/23 12:16:12,23.4
2024/08/23 12:21:12,25.29
2024/08/23 12:26:12,62.59
2024/08/23 12:31:12,64.81
2024/08/23 12:36:12,161.13
2024/08/23 12:41:12,73.18
2024/08/23 12:46:12,73.5
2024/08/23 12:51:12,134.54
2024/08/23 12:56:12,61.94
2024/08/23 13:01:12,34.48
2024/08/23 13:06:12,33.46
2024/08/23 13:11:12,23.06
2024/08/23 13:16:12,20.35
2024/08/23 13:21:12,129.07
2024/08/23 13:26:12,99.53
2024/08/23 13:31:12,21.2
2024/08/23 13:36:12,114.55
2024/08/23 13:41:12,18.87
2024/08/23 13:46:12,19.82
2024/08/23 13:51:12,37.65
2024/08/23 13:56:12,113.79
2024/08/23 14:01:12,74.77
2024/08/23 14:06:12,50.27
2024/08/23 14:11:12,15.59
2024/08/23 14:16:12,117.59
2024/08/23 14:21:12,32.65
2024/08/23 14:26:12,78.31
2024/08/23 14:31:12,52.74
2024/08/23 14:36:12,41.75
2024/08/23 14:41:12,41.6
2024/08/23 14:46:12,139.37
2024/08/23 14:51:12,64
2024/08/23 14:56:12,89.24
2024/08/23 15:01:12,152.04
2024/08/23 15:06:12,69.91
2024/08/23 15:11:12,102.65
2024/08/23 15:16:12,11.38
2024/08/23 15:21:12,24.31
2024/08/23 15:26:12,137.3
2024/08/23 15:31:12,134.09
2024/08/23 15:36:12,82.75
2024/08/23 15:41:12,83.71
2024/08/23 15:46:12,118.11
2024/08/23 15:51:12,16.73
2024/08/23 15:56:12,60.33
2024/08/23 16:01:12,89.95
2024/08/23 16:06:12,41.46
2024/08/23 16:11:12,149.12
2024/08/23 16:16:12,25.09
2024/08/23 16:21:12,89.56
2024/08/23 16:26:12,82.69
2024/08/23 16:31:12,53.54
2024/08/23 16:36:12,79.69
2024/08/23 16:41:12,68.05
2024/08/23 16:46:12,41.41
2024/08/23 16:51:12,86.23
2024/08/23 16:56:12,27.78
2024/08/23 17:01:12,36.96
2024/08/23 17:06:12,32.01
2024/08/23 17:11:12,169.51
2024/08/23 17:16:12,5.18
2024/08/23 17:21:12,36.73
2024/08/23 17:26:12,13.36
2024/08/23 17:31:12,76.33
2024/08/23 17:36:12,104.31
2024/08/23 17:41:12,111.98
2024/08/23 17:46:12,86.63
